timestamp,episode,step,elapsed,state,action,reward,done,success
1771366904.3381405,3,116,7.496478080749512,"[0.4385274350643158, 0.02078172005712986]",2,-1.0,False,False
1771366904.3999617,3,117,7.55829930305481,"[0.4596780240535736, 0.021150588989257812]",2,-1.0,False,False
1771366904.4629784,3,118,7.621315956115723,"[0.48135215044021606, 0.02167411707341671]",2,-1.0,False,False
1771366904.5241194,3,119,7.682456970214844,"[0.5037102699279785, 0.022358113899827003]",2,-1.0,True,True
1771366904.6152847,4,1,0.06689214706420898,"[-0.4943966567516327, 0.0007871457492001355]",2,-1.0,False,False
1771366904.677975,4,2,0.12958240509033203,"[-0.49282824993133545, 0.0015684099635109305]",2,-1.0,False,False
1771366904.736656,4,3,0.1882634162902832,"[-0.49049028754234314, 0.002337958663702011]",2,-1.0,False,False
1771366904.8033528,4,4,0.254960298538208,"[-0.48740023374557495, 0.0030900530982762575]",2,-1.0,False,False
1771366904.8655796,4,5,0.3171870708465576,"[-0.4845811426639557, 0.0028190973680466413]",1,-1.0,False,False
1771366904.927228,4,6,0.37883543968200684,"[-0.4820540249347687, 0.002527133096009493]",1,-1.0,False,False
1771366904.9841924,4,7,0.43579983711242676,"[-0.47983765602111816, 0.002216353313997388]",1,-1.0,False,False
1771366905.0510771,4,8,0.5026845932006836,"[-0.4779485762119293, 0.0018890869105234742]",1,-1.0,False,False
1771366905.1133533,4,9,0.5649607181549072,"[-0.47640079259872437, 0.001547779655084014]",1,-1.0,False,False
1771366905.1747873,4,10,0.6263947486877441,"[-0.47520580887794495, 0.0011949763866141438]",1,-1.0,False,False
1771366905.237451,4,11,0.6890585422515869,"[-0.4743725061416626, 0.0008333027944900095]",1,-1.0,False,False
1771366905.2944937,4,12,0.7461011409759521,"[-0.47290706634521484, 0.0014654463157057762]",2,-1.0,False,False
1771366905.3653383,4,13,0.8169457912445068,"[-0.4708203375339508, 0.0020867222920060158]",2,-1.0,False,False
1771366905.4235666,4,14,0.8751740455627441,"[-0.4681278169155121, 0.002692535985261202]",2,-1.0,False,False
1771366905.4927871,4,15,0.944394588470459,"[-0.4648493826389313, 0.003278421238064766]",2,-1.0,False,False
1771366905.5543518,4,16,1.0059592723846436,"[-0.46100929379463196, 0.003840078366920352]",2,-1.0,False,False
1771366905.61487,4,17,1.0664775371551514,"[-0.45663589239120483, 0.00437341071665287]",2,-1.0,False,False
1771366905.6730764,4,18,1.1246838569641113,"[-0.4517613351345062, 0.0048745605163276196]",2,-1.0,False,False
1771366905.7373493,4,19,1.1889567375183105,"[-0.44642138481140137, 0.005339940544217825]",2,-1.0,False,False
1771366905.8043315,4,20,1.25593900680542,"[-0.4406551420688629, 0.005766267888247967]",2,-1.0,False,False
1771366905.8655457,4,21,1.3171532154083252,"[-0.43450453877449036, 0.006150590255856514]",2,-1.0,False,False
1771366905.9275656,4,22,1.3791730403900146,"[-0.42801421880722046, 0.006490311119705439]",2,-1.0,False,False
1771366905.988165,4,23,1.439772367477417,"[-0.4212310016155243, 0.006783211603760719]",2,-1.0,False,False
1771366906.0514414,4,24,1.5030488967895508,"[-0.41420355439186096, 0.007027464918792248]",2,-1.0,False,False
1771366906.1140304,4,25,1.5656378269195557,"[-0.406981885433197, 0.0072216494008898735]",2,-1.0,False,False
1771366906.1751692,4,26,1.6267766952514648,"[-0.39961713552474976, 0.007364755962044001]",2,-1.0,False,False
1771366906.2355385,4,27,1.6871459484100342,"[-0.39216095209121704, 0.007456185761839151]",2,-1.0,False,False
1771366906.2998464,4,28,1.7514538764953613,"[-0.3866651952266693, 0.00549574987962842]",0,-1.0,False,False
1771366906.36317,4,29,1.8147773742675781,"[-0.3831678032875061, 0.0034973910078406334]",0,-1.0,False,False
1771366906.419701,4,30,1.8713085651397705,"[-0.3816927671432495, 0.001475039403885603]",0,-1.0,False,False
1771366906.4883037,4,31,1.939911127090454,"[-0.38225018978118896, -0.0005573976086452603]",0,-1.0,False,False
1771366906.5512207,4,32,2.0028281211853027,"[-0.38483619689941406, -0.00258602574467659]",0,-1.0,False,False
1771366906.614358,4,33,2.065965414047241,"[-0.3894331455230713, -0.004596945829689503]",0,-1.0,False,False
1771366906.678737,4,34,2.1303443908691406,"[-0.3960093855857849, -0.006576238200068474]",0,-1.0,False,False
1771366906.7547817,4,35,2.2063891887664795,"[-0.40451934933662415, -0.008509962819516659]",0,-1.0,False,False
1771366906.8175735,4,36,2.2691810131073,"[-0.41490352153778076, -0.010384183377027512]",0,-1.0,False,False
1771366906.8800042,4,37,2.3316116333007812,"[-0.42708855867385864, -0.01218502689152956]",0,-1.0,False,False
1771366906.943271,4,38,2.394878387451172,"[-0.44098734855651855, -0.013898782432079315]",0,-1.0,False,False
1771366907.0013971,4,39,2.4530045986175537,"[-0.4564993977546692, -0.015512045472860336]",0,-1.0,False,False
1771366907.0667274,4,40,2.5183348655700684,"[-0.473511278629303, -0.01701189950108528]",0,-1.0,False,False
1771366907.1272984,4,41,2.5789058208465576,"[-0.49189743399620056, -0.01838614232838154]",0,-1.0,False,False
1771366907.1853757,4,42,2.6369831562042236,"[-0.5115209817886353, -0.019623544067144394]",0,-1.0,False,False
1771366907.2498605,4,43,2.701467990875244,"[-0.5322350859642029, -0.020714107900857925]",0,-1.0,False,False
1771366907.3130424,4,44,2.7646498680114746,"[-0.5538844466209412, -0.021649343892931938]",0,-1.0,False,False
1771366907.3756163,4,45,2.827223777770996,"[-0.576306939125061, -0.022422512993216515]",0,-1.0,False,False
1771366907.4341638,4,46,2.8857712745666504,"[-0.599335789680481, -0.023028846830129623]",0,-1.0,False,False
1771366907.4943302,4,47,2.9459376335144043,"[-0.6228014826774597, -0.02346569485962391]",0,-1.0,False,False
1771366907.566747,4,48,3.0183544158935547,"[-0.6465340852737427, -0.023732608184218407]",0,-1.0,False,False
1771366907.6297774,4,49,3.0813848972320557,"[-0.6703654527664185, -0.023831354454159737]",0,-1.0,False,False
1771366907.6916385,4,50,3.1432459354400635,"[-0.6941312551498413, -0.02376582659780979]",0,-1.0,False,False
1771366907.7501383,4,51,3.2017457485198975,"[-0.7176731824874878, -0.023541899397969246]",0,-1.0,False,False
1771366907.816191,4,52,3.26779842376709,"[-0.7408403754234314, -0.023167194798588753]",0,-1.0,False,False
1771366907.8792896,4,53,3.330897092819214,"[-0.763491153717041, -0.02265079878270626]",0,-1.0,False,False
1771366907.9414904,4,54,3.3930978775024414,"[-0.7854940891265869, -0.022002942860126495]",0,-1.0,False,False
1771366908.0063574,4,55,3.4579648971557617,"[-0.8067287802696228, -0.02123466692864895]",0,-1.0,False,False
1771366908.0687835,4,56,3.5203909873962402,"[-0.8270862698554993, -0.020357472822070122]",0,-1.0,False,False
1771366908.1301696,4,57,3.5817770957946777,"[-0.8464692831039429, -0.019383003935217857]",0,-1.0,False,False
1771366908.191692,4,58,3.6432995796203613,"[-0.864791989326477, -0.01832275465130806]",0,-1.0,False,False
1771366908.2713857,4,59,3.7229931354522705,"[-0.8819798231124878, -0.01718781515955925]",0,-1.0,False,False
1771366908.3330958,4,60,3.784703254699707,"[-0.8979684710502625, -0.0159886684268713]",0,-1.0,False,False
1771366908.395428,4,61,3.8470354080200195,"[-0.9107035398483276, -0.012735042721033096]",2,-1.0,False,False
1771366908.4574316,4,62,3.90903902053833,"[-0.9201452732086182, -0.009441724047064781]",2,-1.0,False,False
1771366908.5181937,4,63,3.969801187515259,"[-0.9262663722038269, -0.0061211371794342995]",2,-1.0,False,False
1771366908.5816464,4,64,4.033253908157349,"[-0.9290502667427063, -0.002783864503726363]",2,-1.0,False,False
1771366908.6403337,4,65,4.0919411182403564,"[-0.9284895062446594, 0.0005607364582829177]",2,-1.0,False,False
1771366908.7055955,4,66,4.157202959060669,"[-0.9245856404304504, 0.0039038744289427996]",2,-1.0,False,False
1771366908.7670517,4,67,4.218659162521362,"[-0.9173489809036255, 0.007236643694341183]",2,-1.0,False,False
1771366908.8313034,4,68,4.2829108238220215,"[-0.9067996740341187, 0.010549347847700119]",2,-1.0,False,False
1771366908.8949537,4,69,4.3465611934661865,"[-0.8929688334465027, 0.013830851763486862]",2,-1.0,False,False
1771366908.9554536,4,70,4.4070611000061035,"[-0.8759008049964905, 0.01706799305975437]",2,-1.0,False,False
1771366909.0327432,4,71,4.484350681304932,"[-0.8556557297706604, 0.020245090126991272]",2,-1.0,False,False
1771366909.0913,4,72,4.542907476425171,"[-0.8323121666908264, 0.023343579843640327]",2,-1.0,False,False
1771366909.157339,4,73,4.6089465618133545,"[-0.805970311164856, 0.026341846212744713]",2,-1.0,False,False
1771366909.220507,4,74,4.672114372253418,"[-0.7767550349235535, 0.02921527810394764]",2,-1.0,False,False
1771366909.2823231,4,75,4.733930587768555,"[-0.744818389415741, 0.03193661943078041]",2,-1.0,False,False
1771366909.3411648,4,76,4.79277229309082,"[-0.71034175157547, 0.0344766266644001]",2,-1.0,False,False
1771366909.4058893,4,77,4.857496738433838,"[-0.6735367178916931, 0.03680507838726044]",2,-1.0,False,False
1771366909.468178,4,78,4.919785499572754,"[-0.634644627571106, 0.038892071694135666]",2,-1.0,False,False
1771366909.5298102,4,79,4.981417655944824,"[-0.5939350128173828, 0.04070959612727165]",2,-1.0,False,False
1771366909.5932884,4,80,5.044895887374878,"[-0.5517017841339111, 0.042233213782310486]",2,-1.0,False,False
1771366909.6519787,4,81,5.103586196899414,"[-0.508258044719696, 0.04344373568892479]",2,-1.0,False,False
1771366909.7181823,4,82,5.169789791107178,"[-0.46392935514450073, 0.0443287193775177]",2,-1.0,False,False
1771366909.7748625,4,83,5.226469993591309,"[-0.4190457761287689, 0.04488358646631241]",2,-1.0,False,False
1771366909.8325198,4,84,5.284127235412598,"[-0.3739335238933563, 0.045112233608961105]",2,-1.0,False,False
1771366909.9052372,4,85,5.356844663619995,"[-0.32890644669532776, 0.04502708092331886]",2,-1.0,False,False
1771366909.9634857,4,86,5.415093183517456,"[-0.2842579483985901, 0.04464850574731827]",2,-1.0,False,False
1771366910.029571,4,87,5.481178522109985,"[-0.24025417864322662, 0.044003766030073166]",2,-1.0,False,False
1771366910.0931318,4,88,5.544739246368408,"[-0.19712866842746735, 0.04312551021575928]",2,-1.0,False,False
1771366910.1537821,4,89,5.605389595031738,"[-0.15507857501506805, 0.042050085961818695]",2,-1.0,False,False
1771366910.215103,4,90,5.666710376739502,"[-0.11426278203725815, 0.040815796703100204]",2,-1.0,False,False
1771366910.2733364,4,91,5.7249438762664795,"[-0.07480154186487198, 0.03946124389767647]",2,-1.0,False,False
1771366910.3363717,4,92,5.7879791259765625,"[-0.03677761182188988, 0.0380239263176918]",2,-1.0,False,False
1771366910.3953254,4,93,5.846932888031006,"[-0.0002384842373430729, 0.03653912991285324]",2,-1.0,False,False
1771366910.464423,4,94,5.916030406951904,"[0.03480064496397972, 0.035039130598306656]",2,-1.0,False,False
1771366910.5225987,4,95,5.974206209182739,"[0.06835338473320007, 0.03355273976922035]",2,-1.0,False,False
1771366910.5896173,4,96,6.041224718093872,"[0.10045850276947021, 0.03210511803627014]",2,-1.0,False,False
1771366910.6473432,4,97,6.098950624465942,"[0.13117630779743195, 0.030717797577381134]",2,-1.0,False,False
1771366910.7150633,4,98,6.166670799255371,"[0.1605851948261261, 0.0294088926166296]",2,-1.0,False,False
1771366910.77865,4,99,6.230257511138916,"[0.18877863883972168, 0.028193436563014984]",2,-1.0,False,False
1771366910.8390539,4,100,6.290661334991455,"[0.21586239337921143, 0.027083754539489746]",2,-1.0,False,False
